user,ulasan,rating,label,tanggal
YUSUF ADI PRATAMA,"Sekarang mau order malah sulit, gimana sihha padahal semua persyaratan udah benar, tapi tetap aja ngak bisa😓😪😴",1,negatif,14 Maret 2021
Josua Ardiansyah,Kenapa setelah diupdate aplikasi shopee banyak ngelagnya?? Pdhl sebelumnya tdk pernah seperti ini.,1,negatif,27 Februari 2021
Rimanwel Tutur,Aku pake aplikasi ini masa gak bisa dapatkan kode otp padahal jaringan dan kartu ku udah aktif tapi masih aja gak dikasih,1,negatif,09 Maret 2021
zacchi O,"Shoppe shoppe.apk buat gua emosi banget.kapasitas penyimpanan gua masih banyak sinyal bagus banget kenapa kok nge lag2,gak jelas banget.",1,negatif,04 Maret 2021
Alya Anggraini,Voucher pengguna baru tidak bisa digunakan sering eror mentang mentang udah banyak yang pakai aplikasinya semakin pelitttt,1,negatif,08 Maret 2021
Yenny Cute,"Kak,mana bukti riwayat transaksi saldo penjual k bank aku.... Tolong perbaiki system shopee sekarang ya...padahal aku setia pake shopee ini ya",1,negatif,12 Maret 2021
br bR,"Cash back selalu koin,dan itu harus nunggu 2x24 jam bru bsa di claim ribet gak otomatis gak ad perubahan payah2 kecewa!",1,negatif,08 Maret 2021
kanaya careca,"kecewa banget pake shopee pas main game nya koin ke tarik sendiri padahal ga ada make sedih banget,terus pas nonton live shoppe di suru ngeclaim lemot minta ampun tolong!!! dong pihak shoppe di benerin lagi ini,bikin kecewa aja deh,tolong di tindaklanjuti di dengar ya makasi !!!! 😌😔😑",1,negatif,04 Februari 2021
Iben Komeng,"Bro, saran untuk semua pembayaran dropshiper. Delay pengiriman nya, kalo semua lu giniin dan gak lu tegur yang punya produk. Semua bakal cabut bro. Dropshiper cuman bantu aja, bukan benalu. Dia sama kaya Pembeli lain kali dan kalo lo gak punya satu sistem buat pemberitahuan ini, ancur lu.",1,negatif,02 Maret 2021
Anang Padang,Gak bisa lagi milih jasa expedisi pengiriman yang termurah...kami tuh cari jasa yang gratis ongkir bukan pilihan shope haduh,1,negatif,17 Maret 2021
Muhammad Arsah,Checkout Gagal (F06): Kode voucher dari shopee tidak sah. Mohon coba kode voucher lain 😑😑😑😑,1,negatif,05 Maret 2021
Denonia Afa,"Semakin kesini makin gk relevan. Voucher bebas ongkir udh di klaim semua tapi tdk bisa digunakan semua, metode payment juga udh disesuaikan. Padahal terkenal aplikasi bebas ongkir. Payah!!",1,negatif,23 Februari 2021
Mr HNR,"Sangat buruk, admin STUPID kerja hanya sekedar kerja untuk dapat gaji, dalam hal ini tidak serius mengurus sengketa kasus transaksi konsumen dan penanganannya sangat lambat. Benar benar sangat mengecewakan, jadi enggan berbelanja kembali di Shopee.",1,negatif,29 Januari 2021
Hetti Ardinata,"Bintang satu deh sampai akun saya di kembalikan.. situ yg salah situ yg main blokir...situ yg kerja lambat, situ yg kasih rugi saya.. Hmmm padahal paling royal klo belanja di shopee, member platinum lagi. Tapi pelayanan dalam menyelesaikan masalah sangat merugikan saya,..",1,negatif,18 Februari 2021
Perdana CS,"Verifikasi gagal trs pdhl udh bener, nama, alamat, fto KTP. Sya uninstal aj nh menuh2in memori doang",1,negatif,01 Maret 2021
Wulan Alinda Wahyuni,Jasa pengiriman jadi tidak sesuai yang di inginkan . Dan itu ongkir nya aduhay sekali,1,negatif,16 Maret 2021
Yoga Prayoga,"Kenapa kategori Vape saya sangat kesulitan mencari dan di app error', padahal saya sudah cukup dewasa.. Dan ada peringatan untuk kategori tersebut tidak bisa di akses, harus dengan desktop.. Jujur terus terang saya sangat kesulitan dengan hal seperti..",1,negatif,03 Maret 2021
nur yanie,Shopee sekarang jadi jelek banget masa gak bisa pengiriman via j&t Exprees dll sihh pas aku masukkan voucher harganya gak berubah... Jadi jelekkk mending beli di aplikasi lain.. Saran saya tolong diperbaiki seperti dulu lagi!!,1,negatif,17 Maret 2021
Ady Maryam,"saking lama nya jd pengguna shoope,ga dapat Spaylater dan Spinjam,,temen baru daftr,,eh sdh dpt..gmn nih shoope,.",1,negatif,09 Maret 2021
AS STORE,Saya penjual. Saldo penarikan udh 2 hari belum masuk rekening padahal saya butuh banget tuh uangnya. Ada keterangan gagal. Padahal no rekening juga udh bener. Kalo gini caranya rugi saya!!,1,negatif,03 Maret 2021
Mas Dewe,"Kenapa koin saya berkurang 6000 tanpa sebab apa2 dan mau main game kok seperti di persulit, Masak kalo mau main game harus nunggu muncul dulu baru bisa main, Aku merasa Shopee semakin lama semakin aneh.",1,negatif,01 Maret 2021
Miftahul Arifin,"potongan biaya untuk seller dipertimbangkan lagi , sangat mencekek seller 😏 . Jangan terlalu memanjakan pembeli",1,negatif,06 Maret 2021
Aryaputra Artha Pratama,"Barusan aja download kan biasa dapet voucher gratis ongkir kan,laa ini malah ngga bisa di gunain padahal belum beli apa²",1,negatif,09 Maret 2021
Risky Malang,Aplikasi jelek!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!memang jelek seller tidak mau ngirim pesan saya,1,negatif,19 Februari 2021
Aaron Ozil,Sya sngt kecewa... knpa shopee skrg gk bisa pilih jasa kirim sndri...😭😭😭 tolonglah.. bukan mlh enak tpi mlh ribet klo kyk gni....,1,negatif,17 Maret 2021
AD AD,"Saya menggunakan shopee lebih dari 2 tahun . Tapi sama sekali belum juga di kasih ShopeePayleater , saya coba undang teman dan temanpun berhasil ikut menggunakan shopee , dalam jangka 2 Minggu teman menggunakannya , teman saya langsung di kasih ShopeePayleater , Aneh bukan",1,negatif,03 Maret 2021
dinar ajeng,Saya mau transfer ke rek bca lama hampir berjam2 dari jam 19.00 hingga sekarang statusnya menunggu pembayarn..,1,negatif,03 Maret 2021
Raffy mochtar22,Assalamualaikum shopee apa kah voucher yang sdh di sediakan oleh tokoh masing masing apa kah itu kita pakai gratis atau bayar,1,negatif,07 Maret 2021
Saktivan DS,Tidak bisa memilih jasa pengiriman tertentu. Bagi saya yg sering pakai jasa id express ini sangat memberatkan,1,negatif,17 Maret 2021
Amelia Tarigan,"Model apaan shopee sekarang ini pengguna baru pas mau mesen di suruh verifikasi no telepon mulu, pas udh di verifikasi gak ada respon, malah di suruh verifikasi ulang. Jadinya gak bisa mesen barang di shopee",1,negatif,05 Maret 2021
「Ferry」な,Itu gua beli poster anime kan minimal dapat gratis ongkir 30 ribu gua udah 50 ribu beli ko grtis ongkir nya masih ga ada..,1,negatif,01 Maret 2021
Dimass TV,"Mengapa Shopee saya tidak bisa di instal? , padahal kuota saya banyak, saya sudah memakai shopee sudah lama kok tiba-tiba tidak bisa di update setelah sya hapus kok tidak bisa juga, tolong perbaiki masalah saya ini dong @adminshopee, @shopeeid🙏🙏🙏",1,negatif,28 Januari 2021
Daniar,Update terbaru tentang fitur pengiriman baru bikin risih.Biarkan pelanggan yang ngatur.bukan Pihak shopee Pelanggan butuh kebebasan untuk berbalanja,1,negatif,17 Maret 2021
Hamba allah,"Semakin susah shopeeeee,banyak toko yg gak bisa cod,,apa kebanyakan pajak ya,,pdhal udh naek ranting shope,duh eman2",1,negatif,11 Maret 2021
Vino Wijaya,"saya mau bayar shopeepaylater udah beberapa hari ini ga bisa dibuka sama sekali , udah di update sampai 2x masih ga bisa kebuka juga . masuk ke pusat bantuan juga ga bisa masuk . aneh banget baru kali ini shopee bikin ulah biasanya lancar2 aja",1,negatif,21 Februari 2021
Jeje 12,"Penilaian saya yang bintang lima saya hapus,saya ganti bintang 1. sampe pihak shopee betul2 memperbaiki nya,shopee ini EROR MULU,Lemot...susah di buka nya padahal sinyal bagus + Kuota banyak,sudah saya up date juga ini aplikasi tp masih aja leoooot👊🏾.hmmm jengkel saya Aplikasi makin kesini bukan nya makin bagus malah makin buruk..",1,negatif,01 Maret 2021
L Marifah,Shopee yang dulu bukan yang sekarang Jelek sekarang beli vocher harus selalu komplen dulu g bisa langsung pakai.,1,negatif,08 Maret 2021
Angelika Hryni,"Parahhh ni shopee.. Untuk penarikan dana shopeepay proses nya lama, gk kayak sebelum nya👎 saya melakukan penarikan dari kemarin sore sampai sekarang belum masuk ke rekening saya, nyangkut begitu saja😑😏",1,negatif,17 Maret 2021
NIAA A,"Ongkir sangat mahal Bahkan 2X lipat dari harga barang , jadi males mau belanja banyak dah lah uinstal aja nanti saya instal lagi kalau sudah Di turunkan tarif ongkir nya Masa JAKARTA - LAMPUNG mahal bener Sedangkan saya mau ngirim paket ke Mama saya yang di jakarta aja cuma 16.000 Lah itu masa sampe 60.000 an padahal cuma beli barang yang harganya 10.000 sngat tidak sesuai!",1,negatif,12 Maret 2021
Dewi Sofia,"Sumpah, pengirimannya ga aman banget, saya order skinker keterangamnya udh diterima oleh YBS, tp diterimanya sama siapa kali? Barangnya ga nyampe, Kecewa bngt kaliini sm shopee, mana penjualnya gamau pengajuan pengembalian, mohon diperbaiki lg sistemnya, kalo barang emang ga diterima, pengajuan pengembalian jangan tergamtung penjualnya, biar sama2 enak",1,negatif,27 Februari 2021
Ismail Sabili,Shopee Babi....karena tdak bertanggung jawab kepada Keamanan dan kenyamanan pembeli dan hanya mementingkan Seller Saja,1,negatif,12 Maret 2021
Anton,"Ehh boss, lu punya aplikasi di perhatiin dong.. masa aplikasi gak bisa di klik. Blm lg tiap UPGRADE, ukuran file slalu nambah",1,negatif,11 Maret 2021
Fauzan,2 Kali nyobain shopeepay later gagal terus apaan coba padahal data sudah sesuai dengan kartu identitas mana mesti nunggu sebulan gimana ini hadeh,1,negatif,10 Maret 2021
Putri Evi,"Jelek bgt skrng sebagai pembeli setia di shopee skrng gk bsa pilih jasa pengiriman , tolong sprti semula yg bisa pilih mau pake j&t atau sicepat..ini jlek bgt skrng..",1,negatif,16 Maret 2021
Latif Cahyono,Setiap mau jual produk atapun membeli saya di suruh kembali ke halaman utama solusinya apa???,1,negatif,01 Maret 2021
Fitri Aisyah,sudah bertahun-tahun pake shopee baru kali ini kecewa karna sudah gak bisa pilih jasa pengiriman sendiri .,1,negatif,16 Maret 2021
Aura Cecilia Christy,Shoppe penipu jika ada yg download buat hadiah gratis boong ego gue chekout GK bisa tuh eror F05 udh berhari hari hubungi pihak shoppe tetep aja respon nya gitu gitu aja liat email kak liat email udh lama banget jawab nya,1,negatif,06 Maret 2021
Jagad Arsy,Lau sy liat smua ulasanny emang msih enak an d aku laku walaupun lambat pengirimannya gk ada acara isi saldo segala kyak d shopee malah d isi saldo sy n limit kredit langsung d kasih.. Sy liat d shopee agak ribet n shoopee ny yg mau di modalin addo pusing shopee... Shopee,1,negatif,16 Maret 2021
Nuramin Duta,"MENGAPA SAYA TIDAK BISA LOGIN MENGGUNAKAN NO. HP, SEDANGKAN NO HP ITU SUDAH TERDAFTAR DI APLIKASI SHOPEE.",1,negatif,26 Februari 2021
Alfin Afandi,Kenapa biaya penanganan semakin mahal? & kenapa expedisi pengiriman juga akan dipilihkan shopee? Kenapa?,1,negatif,24 Februari 2021
SMOKEY 29,makasih banyak shopee .sudah mempermudah belanja saya.. tapi dengan terpaksa saya kasih bintang 1 karena saya top up shopee pay gak masuk di suruh nunggu 24 jam masih belum masuk terus suruh nunggu buat di cek .udah di cek disuruh nunggu lagi 3 hari . jadi nyesel top up shopee pay . makasih banget ya udah bikin saya nunggu sampe voucher hangus 🙏,1,negatif,22 Februari 2021
AGHA OFFICIAL,Kenapa status pengiriman paket saya gak berubah selama 3 hari ya.. Paket belum datang sampai saat ini..,1,negatif,26 Februari 2021
Fajar Nurdiansyah,"Udah nunggu 1x24 masih aja koin cashback nya blom masuk, di DM ig juga ga di bales apk ga jelas banget ga biasanya kaya gitu",1,negatif,11 Maret 2021
Nick Adriyanus,"Untuk pengisian pulsa yg 15rb sekali seumur hidup y cuma bisanya,, gk bsa d beli lagi setelah beberapa minggu pembelian pertama hadeuu. Terlalu mahal bos untuk biaya penanganannya tolong d.kecilkan lagi jgn mau kaya sendiri pikirkan jga pelanggannya bos",1,negatif,01 Maret 2021
Putri Wulandari,Assalamualaikum mau tanya kak Saya kan mau tarik shoppepay ya kok verifikasi dn verifikasi nya itu berapa lama ya trima kasih 🙏mohon responya,1,negatif,01 Maret 2021
Indra Lesmana,Anjirrr aku udah download apak shopee hp ku jadi erorr knp nii jangan download apk ini aku udah uji coba di karnakan ada firus di apk ini anji4r bgt kan mending lazada aman gak kayak ini aku baru download udah eror jp ku pas di apus apk ini jadi lancar bnr firusss anjirrr gk boong akuah bnr,1,negatif,15 Maret 2021
Mella Rizki susanti,Knpa sih vocer gratis ongkir pengguna baru gk bisa di pkai hadehhhh...... Mengecewakan sekali!!!!,1,negatif,07 Maret 2021
Sity dewi rumkana channel,"Sebel. Enggak bisa-bisa cekout belanjaan, gara-gara di suruh masukin nomor telpon, terus pas udahdi masukin nomor telpon di suruh foto KTP. Maksudnya apa ya? Kan kalo KTP itu data diri, bahaya enggak nih kalau kirim foto KTP. Takutnya nanti di salah gunakan sama orang yang enggak bertanggung jawab.",1,negatif,24 Februari 2021
Alvian Permata,"Saya mau buka olshop, kok waktu edit ongkir sudah masukin berat, ukuran, tp g bisa di simpan",1,negatif,25 Februari 2021
P A,"Kecewa banget,ada shopee pinjam tapi sama sekali tidak bisa digunakan. Chat shopee selalu dapat jawaban yg sama bahwa apk tidak ada masalah,kalau tdk ada masalah/kendala knpa spinjam saya tdk bisa digunakan ? Sdngkan punya teman saya bisa & baik² aja.",1,negatif,23 Februari 2021
latifa lida,"Dah lah males sama Shopee gratis ongkir kalo cuma belanja 10k doang...! Belanja apa coba kalo 10k doang .mana ongkirnya mahal"". DAH LAH MALES SAMA SHOPEE MENDING LAZADA LAZADA ENAK WALAUPUN HARAGA TINGGI TAPI BRANI NGASIH GRATIS ONGKIR RP0.",1,negatif,08 Maret 2021
Hanafi nyutka,Gua baru aja terima tlpn dari pihak shope. Katanya gua dapat hadiah duit sebesar 2jt rupiah. Klo emng bner dapat. Knapa gak di kasih aja langsung buat belanja gratis. Knpa harus caci maki bgini. Klo ada kntor shope di sini mah udah gua samperin langsung.,1,negatif,13 Februari 2021
Fahrur Rozaq lol,Agak kecewa sih soalnya aku dah nuggu Berjam jam buat paket dateng eh malah bilangnya (paket gagal di kirim pelagan tidak di tempat) padahal aku di rumah terus! Kek gitu tuh bikin aku kesel banget!,1,negatif,04 Maret 2021
Zulfa Mufidah Az-Zahra,"Jualan cuma disini, eh sekarang biaya admin dan biaya gratis ongkir Xtra bakal dinaikin lagi makin gede, dgn iming² penjualan bakal naiki pdhl blm tentu...",1,negatif,04 Maret 2021
arina barkah,Kecewa dan kecewa makin kesini makin anehhhhh makin pelitttt vc gratis ongkir gak bisa di pakai gak bisa pilih jasa kirim sendiri malah ongkir makin gilakkk dah lah aku unistal ajah mau pindah.. Belanja online banyakk bukan shopee ajahh,1,negatif,17 Maret 2021
Afina Zervita,"Saya turunkan rating nya. Kenapa saldo Shopee paylater saya tdak d kembali kan ? Udah lebih 1 bulan, saldo nya masih 0 aja? Iklan nya menipu... Bilang gratis ongkir COD tp malah yg gratis ongkir shopeepay doank😂😂😂 auto unfollow",1,negatif,21 Februari 2021
Diyah Noviantari,Shopee ribet lupa password aja login susah. Masukin nomor hp. Tapi Nomor hp sudah di gunakan. padahal di nomor hp yg sudah di daftarkan emang lupa passwordnya. Ribet bgd asli. Masa harus beli nomor perdana baru buat daftar lagi. Ah mending gak usah dan blanja di aplikasi online lain aja. Hapus akun shopee ribet.,1,negatif,24 Februari 2021
Frilla Kaulia,"kecewa bngtt si, baru pertama kali check out vocer gratis ongkir pengguna baru eh muncul kata² vocer sudah di gunakan.",1,negatif,04 Maret 2021
vani liwe,"Aplikasi yang tiap bulan minta perbaharui. Tapi bnyk menu untuk ios (iphone) dihilangkan. Salah satunya shopee tanam n lainnya tdk bisa digunakan dgn alasan tdk bisa di ios. Sdh coba untuk buat pengaduan ke CS maupun lewat email,, ttp tdk ada tindaklanjut untuk memperbaiki spya ios juga bisa sama seperti android yg bisa semua menu icon.",1,negatif,25 Februari 2021
Amanah Abzam,"Sk sm shopee banyak pilihan jasa kirim, tp sekarang ribet jasa kirim di tentuin sm pihak shopee alhasil kg bs beli apa yg di mau krn sebagian brang tdk bs memilih jasa kirim 🤦‍♀️",1,negatif,15 Maret 2021
Andi Sukendy,"Kecewa proses lupa sandi aja ribet,,kode OTP gha dikirim2,,sorry aku pindah ke toko sebelah lebih mudah dan amanah",1,negatif,16 Maret 2021
iMoba,Ko voucher gratis ongkir ga bisa di gunain di situ tertulis vocer sudah di gunakan???,1,negatif,12 Maret 2021
Nora Oktavia,"Makin jelek shopee, masa make voucher gratis ongkir sekarang cuma bisa 2 kali.. buruk banget..",1,negatif,15 Maret 2021
Giovanno Soeriadanoeningrat,"Saya mau belanja pake Voucher gratis ongkir Pengguna Baru , Tapi kenaapa gagal gagal terus padahal saya belum pake itu vocher",1,negatif,03 Maret 2021
YOUTUb ecek ecek penilikan,Saya saranin yang di ungah di fb kalo di cari di tampilkAn jangan suruh download lagi udah punya aplikasi nya suruh downlod lagi,1,negatif,03 Maret 2021
wahyu simen,P E N I P U ....Kalo emang Shopee gak Nipu..Knapa Akun saya di bekukan...Berarti benar emang Shopee yg N I P U...saya ada bukti transfer saldonya. Kan saya hanya minta kembalikan uang saldo saya yg 300000 itu..kenapa harus di bekukan Akun Saya...dasar P E N I P U ... orng susah di bikin tambah Susah... Makanlah tu keringat orang miskin . Tukang gorengan pun mau di makan..... P E N I P U....PENIPU....PENIPU,1,negatif,25 Februari 2021
Eni Romita,"Aplikasi masih sangat mentah, masih banyak Bug, Fitur yang tidak bisa diakses, Error, dan lainnya yang membuat pengguna tidak merasa senang setelah/saat menggunakannya. Pelayanan lamban dan buruk, perlu dan harus diperbaiki dan ditingkatkan kembali. di-update pun bukannya tambah baik malah memburuk dan lebih memakan ruang penyimpanan.",1,negatif,01 Maret 2021
Sarah Nurvita Sari,"Sekarang tidak bisa pilih opsi pengiriman yang diinginkan, sudah lama pakai shopee jadi agak kecewa,",1,negatif,17 Maret 2021
nury utami,"Paket saya ngak dateng2,, padahal udah di ambil klir,, msak ngak dteng2,, di berita pengirman gagal,, klir begok apa ya,, no wa sya ada kok gua ngak di hbungi,, bgok bnget,, udah 2minggu lebih,,,,untung sistem cod,,,,kasian penjuwal nya jauh ngirim dri luar,, shope bgok..",1,negatif,03 Maret 2021
Isnawan Nugroho,"Shopee semakin lama semakin hancur. Terlalu banyak leg waktu buka belanja. Padahal ram tinggi,jaringan ok,pokok nya hp ku gk ada masalah. Shopee terlalu banyak masalah. SARAN SAYA , tolong di PERBAIKI bos!!! Kalo gak mau di perbaiki tolong di HAPUS SAJA APLIKASI NYA DI PLAY STORE.",1,negatif,19 Februari 2021
Ariyani Umar,Hilangnya pilihan jasa pengiriman sangat mengecewakan utk kami yang diluar jawa.,1,negatif,16 Maret 2021
Diah Antika,Kenapa shoppe jadi gini?semua udah memenuhi syarat tapi nggak dapat gratis ongkir sama sekali.tolong dipermudah ya,1,negatif,14 Maret 2021
Rohan Maulana,"Kenapa penggunaan vousher sekarang dibatasi, jadi ngak bisa beli dalam satu waktu, harus nunggu besok biar voucher bisa digunakan. Jadinya ribet, tolong kembalikan lagi seperti dulu.",1,negatif,15 Maret 2021
Ribka Dara,"Terus terang suka dengan shopee, cum kecewa dengan kerjasama denganjasa pengiriman yang di pilih Karen terlalu lambat, dan tidak mau mengantar sampai ke rumah, tidak seperti lazada jasa pengiriman melalui ninja expres, diantar sampai depan rumah gak pake lma",1,negatif,06 Februari 2021
CBS gaming,Aplikasi jelek masa mau beli pulsa ga dikirim kode verivikasi nya tolong bntuanya hsopee ga jelas udh lah blok aja apl ini udh nunggu lama udh refres tetep aja g di kirim kode verifikasi nya jelek bngt,1,negatif,07 Maret 2021
Rika Liandini,"Ongkirnya mahal banget masa saya pesan barang 30 rb, ongkirnya 150 rb lebih besar 5 kali daripada harga pesanan. Pengajuan pembatalan pesanan lebih menguntungkan pihak penjual, saya sudah mengajukan pembatalan pesanan tapi tidak diterima padahal barang masih dalam status di kemas. Buat apa ada fitur itu kalau emang gak bisa dipakai. Mending gak usah ada, sudah chat dengan cs shoope tapi nyatanya sangat tidak membantu, tidak bisa menyelesaikan masalah. Jawaban nya begitu"" saja.",1,negatif,20 Februari 2021
R. amelia,"Maaf kali ini kecewa sama shopee, karna jasa kirim yg di update sangat meresahkan..",1,negatif,16 Maret 2021
Rista Risqi Fauzi,"saya pengguna baru tapi kenapa voucher free ongkir pengguna baru tidak bisa digunakan, mengecewakan banget😤😤😤😤😤",1,negatif,02 Maret 2021
Revan dian Pradana,Saya mau isi shopeepay knp belakangan ini tidak bisa ya tolong di perbaiki dong min!!!,1,negatif,02 Maret 2021
Hadi Awfizah Channel,"Aplikasi menyesal buka toko di shopee penjualan g seberapa potongan banyak, dan banyak lg kekacauan dishopee payah.",1,negatif,12 Maret 2021
hendrik sudiyanto,"Beli di sini 2 kali barang tidak fungsi terus...setahun lalu beli hape mati ...sekarang beli efek buat gitar mati juga...kemasan dan barang mulus...tapi ga bisa di gunakan...kenapa ga tegasin dari awal ke pedagang nya...kalau jualan yang bener biar berkah...amanah... Tidak bisa di tukar barang yang sesuai barang pesanan saya,kan mati total itu efek nya...di tukar sesuai itu aja ga lebih baik atau lebih bagus...yang penting bisa di gunakan semestinya... Tp ga bisa tukar...",1,negatif,27 Februari 2021
Mohammad Azizi,"Yg Gak setuju pakai Kurir Shope Expres like dong. Lemot banget. Gak bisa pilih kurir. Penjual jadi ribet ! Saya sebagai penjual, sangat kecewa. Karna shopee telah me monopoli seller.",1,negatif,16 Maret 2021
Mirshahep Rama,"Mohon maaf saya memilih bintang 1. Barang tidak sesuai yang kita inginkan, di gambar kita mau yang ini padahal barangnya tidak sama yang di gambar. Memang pengirimannya cepat lewat j&t packingnya bagus. Setelah diterima barangnya tidak sesuai keinginan. Mohon untuk developer di perbaiki lagi. Tolong awalnya semangat ternyata mengecewakan. 😑",1,negatif,25 Februari 2021
Widy Wondiani,"Kembalikan fitur jasa kirim shopee yang dulu yang sekarang ribet!!! Cukup doi aja yg ga buat nyaman, shopee jangan soalnya udah terlanjur cintaaa!!! #TOLAKPEMBAHARUANFITURJASAKIRIMSHOPEE",1,negatif,17 Maret 2021
Maha Meru,"enakan dulu, bisa pilih jasa kirim,, sekarang mah otomatis ga asik ... jelek ,,,",1,negatif,17 Maret 2021
tuty awaliah,Kenapa saya tidak bisa masukkan biaya ongkos kirim? Mohon bantuan nya.dan tidak ada menu pengaturan toko,1,negatif,27 Februari 2021
Fahmi Rey,"Regulasinya semakin menjadi aja shoope merubah biaya admin se enak jidat, tanpa memikirkan seorang penjual pemula. Oke shoope emng terbesar di indo, tapi sayang untuk biaya pemotongan penjualan tidak sebanding sama yg dilakukan pihak shoope. Terpaksa saya kembali ke hijau lebih nyaman dan jelas. Makasih shoope",1,negatif,05 Maret 2021
Yayuk Zakiya Rohmi,"Mau Nambahin alamat aja susah !!! Dulu cukup tulis alamat tanpa map bisa, makin kesini bukan mudah malah menyusahkan,",1,negatif,24 Februari 2021
moms muhammadzein,"Saya sebagai penjual online terbantu sama apk shopee ini, karena saya sering belanja setiap bulan melebihi 3juta karena saya menggunakan shopeepaylatter 3juta habis malahan sering cod, saya tau untungnya tdak seberapa karena biaya penangan biaya admin menggunakan shopee sangat besar, tp tdak apa""lah dapet seribu 2ribu saya sudah bersyukur, dan kali ini 2021 saya men dapatkan musibah penipuan, tp phk shopee hnya mengulurkan waktu tdak membnt sy.",1,negatif,08 Maret 2021
Nur hamim,kenapa si ya kalo pas mau isi o tekening ngak bisa pasti ada tulisan gini harus terdiri dari angka mohon bantuan donk,1,negatif,02 Maret 2021
Khusnul umie azmila,"Awalnya enjoy banget belanja disini, setelah saya mencoba membayar shoopee later, barang sudah sepakat dengan penjual mau dikembalikan dan saya harusnya tdk bayar shopee pay later sampe 2bulan disuruh bayar terus.",1,negatif,01 Maret 2021
agung pribadi,Hari ini saya mau login lagi pakai sms masih belum dapat OTP.. Gmn sihhh?????,1,negatif,25 Februari 2021
fither jost,penipu!! Bilang kalo donwlod apk nya dapat pulsa tapi gak ada tuh dapat pulsa nya nipu!!!!,1,negatif,27 Februari 2021
BagasKrissna,"Server ngadat ya? abis uninstall, terus install lagi kok tetep ga bisa.. bintang 1 aja dehh biar di perbaiki",1,negatif,14 Maret 2021
kris stya,"Shopee untuk akun baru jelek sekali. Tidak bisa menambahkan produk! Mengatur alamat juga sulit sekali. desa saya tidak ada di peta :v padahal akun shopee yang lama bisa. akun baru tidak bisa. Akun baru ini maksudnya untuk buka toko, tolong diperbaiki",1,negatif,02 Maret 2021
Iqram TDF,"Kecewa Sudah Tidak Bisa Pilih Jasa Kirim Lagi, Sudah Kayak Apk Sebelah, Mending Pindah Ke Toko Ijo Teman2 , Shopee Sudah Tidak Bersahabat",1,negatif,17 Maret 2021
agung pujangga,2 x Transaksi e-money saya ga oernah masuk².. kalo sistem blom bisa utk transaksi e-money lbh baik jgn ditampilkan... Perbagus lagi sustem ya yooo,1,negatif,15 Maret 2021
Restu Andhika,Saya kurangi kembali karena untuk spaylater saya masih belum ada.. pdahal sudah meningkatkan belanja..,1,negatif,08 Maret 2021
musa addah,sekarang shopee aneh saya baru aja bergabung dengan shopee eh pas mau belanja voucer nya nggak bisa padahal pengguna baru,1,negatif,03 Maret 2021
Blee'kee Men,Hancur!!! Saldo di colong mlulu.. tiba2 saldo terkuras sendiri buat pembayaran pulsa melalui shopee pay,1,negatif,13 Maret 2021
Fendi Suryadi,"Tolong bantu saya,tiap kali bikin alamat saya slalu salah dan muncul pengingat yg bilang klo ""lokasi saat ini di bulian dan lokasi sbelumnya d mersam""..pdhal sudah d ubah berulang ttap gak bisa mhon bntuanny",1,negatif,04 Maret 2021
fadilah rifai,"Shopee pinjaman katanya di proses 1hari kerja, ±8jam seharusnya 1hari kerja.. ini 24jam tidak di proses juga, sangat buruk",1,negatif,12 Maret 2021
BatuRantai id,Online shop PALING RIBET. Mau tarik dana shopeepay aja banyak verifikasi. Sekali ini aja pake ni applikasi,1,negatif,08 Maret 2021
TERSERAH,Ini untuk pertama kali nya saya kecewa banget belanja di shopee 😑 masa udah 1 minggu lebih barangnya masih dikemas aja sih 😏 klo emang barang nya dah habis ya udah bilang aja dong 😶 udah chat ama penjualnya katanya bakal di kirim hari ini tapi mana gak ada tuh 🙄 nyebeli banget,1,negatif,17 Maret 2021
BANG Jek'TV,"Min mau nanya ni barang yg sdh kita dp trus kita retur garagara salah pesan ,apa saat kita mesan lg kita harus membayar dp lg",1,negatif,08 Maret 2021
feri 86,"Mau tanya, saya kan udah daftar namun saya hapus lagi, saya download lagi namun ketika saya mau belanja, di komentar harus registrasi no telepon, saya mau regis tapi ng tau caranya, udah cari di mana mana Ng dapat, mohon penjelasannya",1,negatif,06 Maret 2021
